"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Family households:","Margin of Error!!Total:!!Family households:","Estimate!!Total:!!Family households:!!2-person household","Margin of Error!!Total:!!Family households:!!2-person household","Estimate!!Total:!!Family households:!!3-person household","Margin of Error!!Total:!!Family households:!!3-person household","Estimate!!Total:!!Family households:!!4-person household","Margin of Error!!Total:!!Family households:!!4-person household","Estimate!!Total:!!Family households:!!5-person household","Margin of Error!!Total:!!Family households:!!5-person household","Estimate!!Total:!!Family households:!!6-person household","Margin of Error!!Total:!!Family households:!!6-person household","Estimate!!Total:!!Family households:!!7-or-more person household","Margin of Error!!Total:!!Family households:!!7-or-more person household","Estimate!!Total:!!Nonfamily households:","Margin of Error!!Total:!!Nonfamily households:","Estimate!!Total:!!Nonfamily households:!!1-person household","Margin of Error!!Total:!!Nonfamily households:!!1-person household","Estimate!!Total:!!Nonfamily households:!!2-person household","Margin of Error!!Total:!!Nonfamily households:!!2-person household","Estimate!!Total:!!Nonfamily households:!!3-person household","Margin of Error!!Total:!!Nonfamily households:!!3-person household","Estimate!!Total:!!Nonfamily households:!!4-person household","Margin of Error!!Total:!!Nonfamily households:!!4-person household","Estimate!!Total:!!Nonfamily households:!!5-person household","Margin of Error!!Total:!!Nonfamily households:!!5-person household","Estimate!!Total:!!Nonfamily households:!!6-person household","Margin of Error!!Total:!!Nonfamily households:!!6-person household","Estimate!!Total:!!Nonfamily households:!!7-or-more person household","Margin of Error!!Total:!!Nonfamily households:!!7-or-more person household","id","Geographic Area Name"
"2045","177","1146","154","542","140","184","74","380","150","14","22","26","35","0","12","899","217","721","195","68","60","50","61","29","46","0","12","31","47","0","12","1400000US36081028500","Census Tract 285, Queens County, New York"
"2696","151","1422","186","607","180","417","156","221","80","127","74","33","38","17","37","1274","200","948","206","296","154","0","17","30","49","0","17","0","17","0","17","1400000US36081028700","Census Tract 287, Queens County, New York"
"1393","77","980","127","182","85","229","101","346","126","145","76","17","22","61","37","413","116","368","116","24","39","0","12","21","35","0","12","0","12","0","12","1400000US36081028800","Census Tract 288, Queens County, New York"
"2011","121","1204","159","441","158","342","132","243","94","149","81","0","17","29","49","807","144","603","152","191","86","0","17","13","28","0","17","0","17","0","17","1400000US36081028900","Census Tract 289, Queens County, New York"
"2201","162","1350","192","351","148","364","149","337","144","190","110","65","50","43","37","851","194","681","188","130","82","40","65","0","17","0","17","0","17","0","17","1400000US36081029100","Census Tract 291, Queens County, New York"
"317","54","223","52","25","17","38","29","85","39","30","25","42","23","3","9","94","42","76","37","18","21","0","12","0","12","0","12","0","12","0","12","1400000US36081029300","Census Tract 293, Queens County, New York"
"2283","138","1401","209","348","171","456","191","181","89","335","139","14","22","67","63","882","199","813","188","55","60","14","32","0","17","0","17","0","17","0","17","1400000US36081029400","Census Tract 294, Queens County, New York"
"1624","81","907","139","374","100","226","74","266","107","37","26","0","12","4","9","717","138","639","130","41","33","37","45","0","12","0","12","0","12","0","12","1400000US36081029500","Census Tract 295, Queens County, New York"
"669","73","515","93","123","53","181","90","143","57","33","32","21","19","14","17","154","56","139","54","15","14","0","12","0","12","0","12","0","12","0","12","1400000US36081029700","Census Tract 297, Queens County, New York"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081029900","Census Tract 299, Queens County, New York"
"1341","65","1035","110","264","102","301","87","221","86","100","70","87","42","62","67","306","98","254","91","32","38","0","12","20","29","0","12","0","12","0","12","1400000US36081030600","Census Tract 306, Queens County, New York"
"2342","238","1551","243","507","175","369","133","516","166","34","39","78","55","47","40","791","203","678","180","80","89","0","17","17","27","16","26","0","17","0","17","1400000US36081030902","Census Tract 309.02, Queens County, New York"
"1623","138","1325","136","306","96","277","96","398","117","203","86","78","57","63","41","298","95","231","84","54","44","7","11","0","17","6","9","0","17","0","17","1400000US36081030903","Census Tract 309.03, Queens County, New York"
"969","113","735","117","175","76","242","81","135","60","125","57","26","30","32","30","234","79","216","79","9","15","0","12","0","12","0","12","9","13","0","12","1400000US36081030904","Census Tract 309.04, Queens County, New York"
"2222","188","1382","205","535","170","351","152","367","129","71","66","41","33","17","28","840","212","791","208","49","51","0","17","0","17","0","17","0","17","0","17","1400000US36081031700","Census Tract 317, Queens County, New York"
"1080","103","831","117","185","78","233","102","210","83","111","83","57","48","35","58","249","105","164","87","85","56","0","12","0","12","0","12","0","12","0","12","1400000US36081032000","Census Tract 320, Queens County, New York"
"998","115","811","112","150","66","222","82","134","54","205","87","9","16","91","56","187","75","182","74","5","8","0","12","0","12","0","12","0","12","0","12","1400000US36081032700","Census Tract 327, Queens County, New York"
"720","65","602","66","141","45","178","60","106","45","73","32","57","34","47","31","118","40","103","39","10","16","0","12","5","8","0","12","0","12","0","12","1400000US36081032800","Census Tract 328, Queens County, New York"
"832","93","660","111","133","52","109","68","213","84","108","68","12","16","85","39","172","83","164","81","0","12","8","12","0","12","0","12","0","12","0","12","1400000US36081032900","Census Tract 329, Queens County, New York"
"2006","106","1576","129","315","117","468","135","366","119","244","99","112","71","71","42","430","125","326","114","72","68","32","38","0","17","0","17","0","17","0","17","1400000US36081033000","Census Tract 330, Queens County, New York"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081033100","Census Tract 331, Queens County, New York"
"1153","56","909","76","275","75","217","72","241","76","123","53","28","24","25","21","244","73","211","72","14","15","7","11","0","12","12","19","0","12","0","12","1400000US36081033401","Census Tract 334.01, Queens County, New York"
"6317","197","3046","432","1551","387","860","245","412","196","117","131","41","68","65","77","3271","401","3165","398","106","114","0","19","0","19","0","19","0","19","0","19","1400000US36081033402","Census Tract 334.02, Queens County, New York"
"811","109","670","99","122","71","223","81","135","71","55","49","95","68","40","40","141","69","119","68","22","25","0","12","0","12","0","12","0","12","0","12","1400000US36081033700","Census Tract 337, Queens County, New York"
"1030","105","641","117","246","80","180","90","113","74","49","44","48","44","5","11","389","102","340","108","40","39","9","16","0","12","0","12","0","12","0","12","1400000US36081033900","Census Tract 339, Queens County, New York"
"933","82","668","84","159","56","249","73","166","51","51","29","23","23","20","15","265","68","212","62","32","31","6","9","15","16","0","12","0","12","0","12","1400000US36081034700","Census Tract 347, Queens County, New York"
"1530","152","1000","155","427","111","237","101","263","115","73","66","0","12","0","12","530","133","480","132","37","29","0","12","0","12","13","21","0","12","0","12","1400000US36081035100","Census Tract 351, Queens County, New York"
"815","45","602","80","149","65","174","66","146","68","58","37","29","30","46","36","213","73","177","70","17","28","19","30","0","12","0","12","0","12","0","12","1400000US36081035200","Census Tract 352, Queens County, New York"
"651","76","455","76","105","36","97","41","120","55","61","35","47","27","25","19","196","57","140","45","38","32","0","12","13","21","5","8","0","12","0","12","1400000US36081035300","Census Tract 353, Queens County, New York"
"988","133","628","117","153","68","132","66","179","80","104","62","6","11","54","26","360","122","297","114","55","30","0","12","8","13","0","12","0","12","0","12","1400000US36081035700","Census Tract 357, Queens County, New York"
"1292","75","990","109","344","100","224","86","176","83","160","86","31","39","55","39","302","105","252","97","28","44","22","26","0","12","0","12","0","12","0","12","1400000US36081035800","Census Tract 358, Queens County, New York"
"618","54","471","58","124","46","66","34","110","48","86","40","49","37","36","27","147","51","136","50","5","7","6","9","0","12","0","12","0","12","0","12","1400000US36081036100","Census Tract 361, Queens County, New York"
"497","72","354","70","63","37","94","48","86","53","68","37","17","21","26","19","143","47","132","46","0","12","11","17","0","12","0","12","0","12","0","12","1400000US36081036300","Census Tract 363, Queens County, New York"
"739","83","552","90","71","40","123","47","66","42","143","60","97","46","52","30","187","61","165","59","17","20","5","7","0","12","0","12","0","12","0","12","1400000US36081036500","Census Tract 365, Queens County, New York"
"999","55","643","96","249","70","161","63","109","51","56","38","60","40","8","12","356","98","322","96","22","21","4","7","8","11","0","12","0","12","0","12","1400000US36081036600","Census Tract 366, Queens County, New York"
"680","86","502","89","186","69","104","53","100","61","73","31","0","12","39","36","178","80","136","62","37","35","0","12","0","12","0","12","5","9","0","12","1400000US36081036700","Census Tract 367, Queens County, New York"
"808","41","602","76","184","75","179","75","139","57","47","29","18","22","35","27","206","65","187","67","19","24","0","12","0","12","0","12","0","12","0","12","1400000US36081036800","Census Tract 368, Queens County, New York"
"402","54","288","54","89","40","36","24","53","32","54","30","26","26","30","17","114","47","109","47","5","7","0","12","0","12","0","12","0","12","0","12","1400000US36081037100","Census Tract 371, Queens County, New York"
"646","82","422","73","91","43","33","23","161","48","67","38","40","34","30","33","224","70","175","67","23","26","26","29","0","12","0","12","0","12","0","12","1400000US36081037300","Census Tract 373, Queens County, New York"
"923","61","784","74","115","48","144","53","190","63","170","56","93","47","72","33","139","52","79","37","30","29","12","20","0","12","12","19","0","12","6","9","1400000US36081037500","Census Tract 375, Queens County, New York"
"1918","115","1466","150","442","138","349","127","387","111","151","86","86","51","51","43","452","137","363","129","89","60","0","17","0","17","0","17","0","17","0","17","1400000US36081037600","Census Tract 376, Queens County, New York"
"775","72","641","75","67","36","124","52","136","55","144","61","67","40","103","47","134","75","94","75","22","23","18","21","0","12","0","12","0","12","0","12","1400000US36081037700","Census Tract 377, Queens County, New York"
"1383","99","1273","116","195","101","192","96","359","113","135","91","210","92","182","99","110","65","59","48","35","35","0","17","16","26","0","17","0","17","0","17","1400000US36081037900","Census Tract 379, Queens County, New York"
"1774","114","1367","151","351","126","205","94","320","130","244","125","91","65","156","88","407","123","295","107","72","63","0","17","15","23","0","17","0","17","25","32","1400000US36081038100","Census Tract 381, Queens County, New York"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081038301","Census Tract 383.01, Queens County, New York"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081038302","Census Tract 383.02, Queens County, New York"
"684","52","556","56","187","65","143","59","88","46","101","43","6","9","31","28","128","41","91","37","15","13","5","8","17","26","0","12","0","12","0","12","1400000US36081038400","Census Tract 384, Queens County, New York"
"937","56","761","76","266","67","198","51","102","43","149","56","28","21","18","21","176","55","160","52","12","19","0","12","4","8","0","12","0","12","0","12","1400000US36081039400","Census Tract 394, Queens County, New York"
"505","35","423","45","160","40","122","50","49","35","32","27","30","27","30","30","82","41","72","39","10","13","0","12","0","12","0","12","0","12","0","12","1400000US36081039800","Census Tract 398, Queens County, New York"
"895","97","717","115","173","81","135","67","69","61","106","70","134","75","100","80","178","81","104","61","74","65","0","12","0","12","0","12","0","12","0","12","1400000US36081039900","Census Tract 399, Queens County, New York"
"433","42","312","62","19","20","123","57","72","45","59","26","12","15","27","29","121","51","95","49","6","8","14","18","6","8","0","12","0","12","0","12","1400000US36081040000","Census Tract 400, Queens County, New York"
"1764","137","1473","158","218","86","292","109","450","151","238","110","93","76","182","115","291","132","155","91","30","39","38","57","12","19","0","17","56","65","0","17","1400000US36081040100","Census Tract 401, Queens County, New York"
"474","39","379","48","52","39","127","56","88","45","90","49","17","23","5","9","95","41","79","42","10","11","6","9","0","12","0","12","0","12","0","12","1400000US36081040200","Census Tract 402, Queens County, New York"
"1665","111","1378","132","175","79","270","103","302","128","322","113","197","85","112","73","287","122","118","73","87","68","71","67","11","19","0","17","0","17","0","17","1400000US36081040300","Census Tract 403, Queens County, New York"
"1257","94","1004","129","370","120","198","82","240","92","88","62","44","31","64","49","253","104","197","90","56","57","0","12","0","12","0","12","0","12","0","12","1400000US36081040400","Census Tract 404, Queens County, New York"
"742","69","540","74","83","43","56","36","156","51","122","57","40","32","83","53","202","67","121","58","7","10","30","32","0","12","15","23","17","25","12","20","1400000US36081040500","Census Tract 405, Queens County, New York"
"1990","111","1528","166","150","78","269","113","506","147","219","112","97","76","287","125","462","139","280","114","63","55","61","61","20","32","20","30","18","30","0","17","1400000US36081040700","Census Tract 407, Queens County, New York"
"1171","100","1047","119","119","88","208","94","291","106","152","85","174","92","103","64","124","85","66","55","31","50","0","17","27","43","0","17","0","17","0","17","1400000US36081040900","Census Tract 409, Queens County, New York"
"870","76","726","87","52","32","220","78","148","64","109","45","116","53","81","44","144","60","100","47","28","32","16","25","0","12","0","12","0","12","0","12","1400000US36081041100","Census Tract 411, Queens County, New York"
"1001","104","824","101","93","62","71","62","286","112","129","70","107","75","138","98","177","83","101","42","63","57","0","12","0","12","0","12","13","19","0","12","1400000US36081041300","Census Tract 413, Queens County, New York"
"1341","79","1006","120","206","85","270","95","248","100","223","97","8","12","51","47","335","110","291","101","18","25","26","40","0","12","0","12","0","12","0","12","1400000US36081041400","Census Tract 414, Queens County, New York"
"1076","96","811","121","188","95","93","57","289","98","70","49","84","61","87","62","265","102","138","70","39","28","21","35","44","52","0","12","23","37","0","12","1400000US36081041500","Census Tract 415, Queens County, New York"
"743","79","542","81","117","38","222","84","86","50","38","26","49","42","30","22","201","80","182","80","19","18","0","12","0","12","0","12","0","12","0","12","1400000US36081042400","Census Tract 424, Queens County, New York"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081042600","Census Tract 426, Queens County, New York"
"1241","88","1020","125","250","125","156","80","325","116","85","56","83","83","121","79","221","107","111","64","53","57","57","89","0","12","0","12","0","12","0","12","1400000US36081042700","Census Tract 427, Queens County, New York"
"395","33","274","42","73","28","51","22","77","28","65","36","4","7","4","8","121","37","111","36","0","12","10","15","0","12","0","12","0","12","0","12","1400000US36081043200","Census Tract 432, Queens County, New York"
"503","47","379","55","127","51","31","26","89","48","61","37","32","30","39","26","124","42","100","39","24","26","0","12","0","12","0","12","0","12","0","12","1400000US36081043400","Census Tract 434, Queens County, New York"
"691","91","583","87","164","68","215","71","106","57","38","33","42","28","18","21","108","52","69","41","31","31","8","12","0","12","0","12","0","12","0","12","1400000US36081043701","Census Tract 437.01, Queens County, New York"
"2299","156","1707","258","625","175","532","235","180","106","176","115","75","69","119","112","592","192","478","171","27","45","87","94","0","17","0","17","0","17","0","17","1400000US36081043702","Census Tract 437.02, Queens County, New York"
"1109","122","820","124","154","86","224","97","317","102","70","50","15","26","40","44","289","123","250","109","39","40","0","12","0","12","0","12","0","12","0","12","1400000US36081043900","Census Tract 439, Queens County, New York"
"1114","117","839","139","194","82","212","77","194","83","144","70","50","50","45","43","275","104","199","90","9","14","45","43","22","33","0","12","0","12","0","12","1400000US36081044000","Census Tract 440, Queens County, New York"
"1269","109","797","135","204","88","141","89","320","132","63","87","31","29","38","48","472","117","412","104","60","45","0","12","0","12","0","12","0","12","0","12","1400000US36081044301","Census Tract 443.01, Queens County, New York"
"1267","135","901","132","167","84","305","124","195","90","81","49","113","65","40","39","366","122","282","109","65","60","19","29","0","12","0","12","0","12","0","12","1400000US36081044302","Census Tract 443.02, Queens County, New York"
"935","94","662","102","104","58","186","74","144","64","91","47","54","39","83","49","273","74","251","70","14","20","0","12","0","12","8","13","0","12","0","12","1400000US36081044400","Census Tract 444, Queens County, New York"
"1239","94","715","108","289","114","108","72","102","66","171","81","45","36","0","12","524","112","486","111","38","34","0","12","0","12","0","12","0","12","0","12","1400000US36081044601","Census Tract 446.01, Queens County, New York"
"1391","61","1096","95","375","107","220","84","238","84","189","96","68","54","6","11","295","102","261","97","34","37","0","12","0","12","0","12","0","12","0","12","1400000US36081044602","Census Tract 446.02, Queens County, New York"
"730","60","590","74","147","56","67","41","117","49","151","38","65","41","43","33","140","55","90","44","44","34","0","12","0","12","6","9","0","12","0","12","1400000US36081044800","Census Tract 448, Queens County, New York"
"560","42","461","45","116","48","80","42","136","45","74","36","4","6","51","22","99","44","61","33","0","12","14","23","9","14","15","19","0","12","0","12","1400000US36081045000","Census Tract 450, Queens County, New York"
"218","56","202","57","37","30","39","28","52","27","21","24","9","9","44","32","16","13","10","9","6","10","0","12","0","12","0","12","0","12","0","12","1400000US36081045200","Census Tract 452, Queens County, New York"
"1413","107","986","122","146","65","314","104","183","73","200","92","111","62","32","43","427","108","386","109","32","29","0","12","0","12","0","12","0","12","9","14","1400000US36081045400","Census Tract 454, Queens County, New York"
"4700","216","3523","389","1022","408","1029","371","831","315","465","248","79","79","97","117","1177","357","1031","354","132","111","0","19","0","19","0","19","14","30","0","19","1400000US36081045500","Census Tract 455, Queens County, New York"
"350","33","306","35","52","24","81","36","61","22","15","13","57","29","40","27","44","25","31","23","7","11","0","12","0","12","6","8","0","12","0","12","1400000US36081045600","Census Tract 456, Queens County, New York"
"998","121","713","129","172","75","171","78","148","59","161","81","34","35","27","24","285","98","192","72","40","35","7","13","46","58","0","12","0","12","0","12","1400000US36081045700","Census Tract 457, Queens County, New York"
"693","55","523","66","105","53","89","43","165","45","121","49","14","13","29","27","170","54","146","54","24","16","0","12","0","12","0","12","0","12","0","12","1400000US36081045800","Census Tract 458, Queens County, New York"
"976","96","693","105","142","60","165","88","149","59","52","37","105","62","80","56","283","103","114","60","97","62","45","44","22","35","5","8","0","12","0","12","1400000US36081045900","Census Tract 459, Queens County, New York"
"1913","124","1350","158","409","126","228","82","455","117","162","61","57","51","39","38","563","134","419","116","78","64","25","40","21","27","0","17","0","17","20","31","1400000US36081046000","Census Tract 460, Queens County, New York"
"690","65","474","64","112","49","105","45","120","49","54","35","39","29","44","31","216","69","133","47","44","37","17","22","19","22","0","12","3","5","0","12","1400000US36081046100","Census Tract 461, Queens County, New York"
"2079","183","1578","215","498","166","363","169","375","160","110","87","228","128","4","15","501","149","429","156","72","74","0","17","0","17","0","17","0","17","0","17","1400000US36081046200","Census Tract 462, Queens County, New York"
"1036","99","857","119","185","73","241","89","269","74","52","46","43","40","67","47","179","79","109","67","40","37","17","15","0","12","13","21","0","12","0","12","1400000US36081046300","Census Tract 463, Queens County, New York"
"528","48","363","58","130","46","64","41","60","35","62","43","25","22","22","19","165","48","113","42","31","34","17","19","4","7","0","12","0","12","0","12","1400000US36081046400","Census Tract 464, Queens County, New York"
"972","91","784","116","130","71","145","78","208","110","80","52","141","89","80","43","188","92","124","90","28","32","19","31","17","27","0","12","0","12","0","12","1400000US36081046500","Census Tract 465, Queens County, New York"
"1356","99","851","115","275","97","186","77","130","70","217","104","23","27","20","34","505","115","460","113","45","32","0","12","0","12","0","12","0","12","0","12","1400000US36081046600","Census Tract 466, Queens County, New York"
"1972","187","1498","211","506","174","402","193","440","149","115","94","23","38","12","20","474","209","293","143","108","140","48","60","25","41","0","17","0","17","0","17","1400000US36081046700","Census Tract 467, Queens County, New York"
"968","98","780","100","182","64","212","88","226","92","80","58","49","38","31","32","188","87","96","67","84","54","0","12","8","13","0","12","0","12","0","12","1400000US36081046800","Census Tract 468, Queens County, New York"
"2682","163","1870","239","581","217","283","150","562","197","277","117","135","93","32","41","812","220","738","210","61","62","13","20","0","17","0","17","0","17","0","17","1400000US36081046900","Census Tract 469, Queens County, New York"
"864","68","735","89","148","61","186","69","187","63","107","61","79","36","28","22","129","58","96","49","33","37","0","12","0","12","0","12","0","12","0","12","1400000US36081047000","Census Tract 470, Queens County, New York"
"1339","108","1044","126","286","86","238","91","278","86","122","73","103","75","17","26","295","88","214","83","58","41","23","33","0","12","0","12","0","12","0","12","1400000US36081047100","Census Tract 471, Queens County, New York"
"1362","67","842","108","351","100","194","80","222","79","22","22","51","35","2","8","520","128","492","120","28","37","0","12","0","12","0","12","0","12","0","12","1400000US36081047200","Census Tract 472, Queens County, New York"
"1637","105","994","123","404","124","194","65","324","86","60","34","12","14","0","12","643","124","410","113","135","56","29","48","69","60","0","12","0","12","0","12","1400000US36081047300","Census Tract 473, Queens County, New York"
"1427","125","995","128","264","84","335","92","198","92","149","84","25","21","24","24","432","103","323","86","85","52","20","22","4","8","0","12","0","12","0","12","1400000US36081047500","Census Tract 475, Queens County, New York"
"454","41","382","55","161","61","95","59","43","29","54","29","13","10","16","13","72","36","65","33","7","11","0","12","0","12","0","12","0","12","0","12","1400000US36081047600","Census Tract 476, Queens County, New York"
"2079","190","1179","190","578","158","263","158","232","154","18","30","20","33","68","56","900","219","775","207","125","127","0","12","0","12","0","12","0","12","0","12","1400000US36081047800","Census Tract 478, Queens County, New York"
"1655","125","1261","135","403","100","371","105","235","89","153","65","77","61","22","23","394","96","282","88","84","55","28","34","0","17","0","17","0","17","0","17","1400000US36081047900","Census Tract 479, Queens County, New York"
"634","63","564","67","111","50","173","68","148","63","74","42","25","21","33","26","70","43","56","38","14","23","0","12","0","12","0","12","0","12","0","12","1400000US36081048000","Census Tract 480, Queens County, New York"
"1908","185","1308","209","331","155","428","139","211","109","182","123","72","54","84","70","600","205","349","145","251","132","0","17","0","17","0","17","0","17","0","17","1400000US36081048100","Census Tract 481, Queens County, New York"
"384","32","326","39","65","31","99","42","73","37","53","24","32","25","4","7","58","29","58","29","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081048200","Census Tract 482, Queens County, New York"
"1167","93","758","105","157","62","200","76","193","60","128","54","16","20","64","41","409","98","261","74","84","52","31","31","16","21","0","12","17","26","0","12","1400000US36081048300","Census Tract 483, Queens County, New York"
"1461","100","1273","124","314","110","419","140","272","109","145","71","80","55","43","45","188","82","159","79","29","37","0","17","0","17","0","17","0","17","0","17","1400000US36081048400","Census Tract 484, Queens County, New York"
"1433","114","886","135","342","100","141","63","228","88","114","63","40","49","21","24","547","134","303","102","91","53","81","68","38","58","34","44","0","12","0","12","1400000US36081048500","Census Tract 485, Queens County, New York"
"440","48","351","60","89","48","59","40","104","59","58","39","23","19","18","19","89","49","57","43","32","26","0","12","0","12","0","12","0","12","0","12","1400000US36081048900","Census Tract 489, Queens County, New York"
"1831","78","1141","146","229","79","396","99","184","90","223","107","84","49","25","30","690","140","568","124","79","71","25","40","8","13","10","15","0","17","0","17","1400000US36081049200","Census Tract 492, Queens County, New York"
"686","65","560","72","155","58","181","72","117","51","61","35","35","18","11","14","126","43","126","43","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081049301","Census Tract 493.01, Queens County, New York"
"893","76","610","83","176","65","109","50","176","66","65","43","65","43","19","14","283","69","195","61","78","52","0","12","6","9","4","7","0","12","0","12","1400000US36081049302","Census Tract 493.02, Queens County, New York"
"482","44","362","56","87","43","143","45","73","31","28","28","9","9","22","18","120","49","99","38","12","15","0","12","9","19","0","12","0","12","0","12","1400000US36081049500","Census Tract 495, Queens County, New York"
"865","51","745","72","144","64","151","46","263","63","133","51","54","37","0","12","120","57","88","50","16","14","0","12","16","24","0","12","0","12","0","12","1400000US36081049600","Census Tract 496, Queens County, New York"
"959","75","664","114","141","64","186","71","193","82","55","45","52","41","37","50","295","94","198","74","66","57","31","37","0","12","0","12","0","12","0","12","1400000US36081049700","Census Tract 497, Queens County, New York"
"1613","107","1162","132","287","95","258","94","241","93","254","97","49","31","73","37","451","125","329","96","122","79","0","17","0","17","0","17","0","17","0","17","1400000US36081049900","Census Tract 499, Queens County, New York"
"1503","111","877","140","304","115","307","115","101","63","124","65","12","14","29","28","626","149","438","137","150","82","18","29","20","24","0","12","0","12","0","12","1400000US36081050000","Census Tract 500, Queens County, New York"
"372","49","301","47","54","32","70","34","80","38","60","38","37","31","0","12","71","36","71","36","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081050201","Census Tract 502.01, Queens County, New York"
"387","35","342","42","103","45","102","46","55","26","36","23","30","24","16","18","45","32","24","26","21","20","0","12","0","12","0","12","0","12","0","12","1400000US36081050202","Census Tract 502.02, Queens County, New York"
"508","46","389","54","52","32","173","59","65","34","49","33","12","19","38","21","119","54","119","54","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081050400","Census Tract 504, Queens County, New York"
"562","56","367","76","120","53","113","47","74","41","32","19","23","19","5","7","195","68","168","64","27","33","0","12","0","12","0","12","0","12","0","12","1400000US36081050500","Census Tract 505, Queens County, New York"
"446","40","374","42","142","56","127","56","39","31","18","23","28","33","20","24","72","39","72","39","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081050600","Census Tract 506, Queens County, New York"
"1324","92","992","124","303","93","180","74","373","130","49","60","40","32","47","31","332","95","246","84","51","57","35","50","0","12","0","12","0","12","0","12","1400000US36081050700","Census Tract 507, Queens County, New York"
"641","65","425","74","131","59","67","42","127","60","32","28","13","15","55","36","216","65","182","65","34","38","0","12","0","12","0","12","0","12","0","12","1400000US36081050800","Census Tract 508, Queens County, New York"
"503","24","383","59","62","43","138","60","51","38","90","42","14","14","28","25","120","57","93","55","15","16","0","12","12","14","0","12","0","12","0","12","1400000US36081051000","Census Tract 510, Queens County, New York"
"760","59","556","74","155","38","140","49","165","63","70","33","8","12","18","21","204","66","167","52","37","46","0","12","0","12","0","12","0","12","0","12","1400000US36081051100","Census Tract 511, Queens County, New York"
"636","76","538","75","167","54","112","53","94","43","46","31","49","34","70","35","98","44","73","35","21","26","0","12","4","7","0","12","0","12","0","12","1400000US36081051200","Census Tract 512, Queens County, New York"
"746","61","572","76","152","65","138","55","130","46","102","58","23","23","27","23","174","68","107","53","39","34","28","40","0","12","0","12","0","12","0","12","1400000US36081051300","Census Tract 513, Queens County, New York"
"1183","68","829","108","183","77","294","100","171","83","154","69","22","34","5","9","354","103","319","104","35","36","0","12","0","12","0","12","0","12","0","12","1400000US36081051500","Census Tract 515, Queens County, New York"
"583","55","499","68","152","68","117","70","62","46","130","70","11","16","27","23","84","44","60","42","18","27","0","12","0","12","6","11","0","12","0","12","1400000US36081051600","Census Tract 516, Queens County, New York"
"733","62","515","84","184","57","198","66","84","44","31","26","5","8","13","20","218","78","171","73","20","21","27","36","0","12","0","12","0","12","0","12","1400000US36081051700","Census Tract 517, Queens County, New York"
"631","43","523","56","160","54","140","61","103","52","36","29","37","33","47","37","108","56","102","56","6","9","0","12","0","12","0","12","0","12","0","12","1400000US36081051800","Census Tract 518, Queens County, New York"
"447","37","341","47","118","43","66","30","98","47","58","30","0","12","1","5","106","45","99","44","7","12","0","12","0","12","0","12","0","12","0","12","1400000US36081052000","Census Tract 520, Queens County, New York"
"694","77","533","85","143","61","118","57","166","61","28","18","78","54","0","12","161","55","137","50","18","16","0","12","6","9","0","12","0","12","0","12","1400000US36081052100","Census Tract 521, Queens County, New York"
"495","35","357","52","75","39","47","27","130","50","65","38","18","18","22","22","138","45","126","44","12","19","0","12","0","12","0","12","0","12","0","12","1400000US36081052200","Census Tract 522, Queens County, New York"
"541","44","409","53","57","41","104","42","151","55","39","34","30","25","28","24","132","53","113","51","19","21","0","12","0","12","0","12","0","12","0","12","1400000US36081052400","Census Tract 524, Queens County, New York"
"790","38","559","63","166","53","135","60","83","45","132","51","0","12","43","29","231","55","171","56","48","28","12","19","0","12","0","12","0","12","0","12","1400000US36081052500","Census Tract 525, Queens County, New York"
"564","38","423","55","123","44","83","39","121","45","35","34","20","24","41","32","141","49","135","47","6","9","0","12","0","12","0","12","0","12","0","12","1400000US36081052600","Census Tract 526, Queens County, New York"
"425","43","329","51","95","39","69","41","104","49","46","37","0","12","15","17","96","38","94","38","0","12","0","12","2","8","0","12","0","12","0","12","1400000US36081052800","Census Tract 528, Queens County, New York"
"640","60","552","66","126","45","90","44","155","55","123","54","32","22","26","22","88","45","55","34","25","29","8","13","0","12","0","12","0","12","0","12","1400000US36081053000","Census Tract 530, Queens County, New York"
